id_cliente,nome,data_nascimento,genero,cidade_residencia,estado_residencia,profissao,renda_mensal,nivel_educacional,qtd_dependentes,data_cadastro
C04473,Ana Luiza Lopes,1956-11-27,Feminino,Londrina,PR,Terapeuta Holístico,10262.67,Superior,2,2024-10-06
C04474,Levi Peixoto,1954-09-04,Outro,Londrina,PR,Clarinetista,14487.88,Fundamental,2,2022-11-14
C04475,Juliana Pires,1975-04-11,Masculino,Londrina,PR,Líder comunitário,6361.35,Superior,2,2021-04-02
C04476,Juan Fogaça,1969-12-12,Feminino,Londrina,PR,Cabo,10881.6,Médio,0,2024-07-02
C04477,Dr. Nicolas Cardoso,1987-10-22,Masculino,Londrina,PR,Perito judicial,3738.7,Médio,0,2023-10-15
C04478,Laís Pinto,1953-04-07,Outro,Londrina,PR,Arqueólogo,4955.63,Médio,1,2024-07-31
C04479,Kamilly Moreira,1989-09-18,Outro,Londrina,PR,Eletricista,19935.63,Superior,1,2023-06-19
C04480,Mariana Rezende,1989-02-25,Feminino,Londrina,PR,Gerente de riscos em seguros,10340.78,Médio,2,2023-09-03
C04481,Danilo Jesus,2005-08-20,Feminino,Londrina,PR,Engenheiro agrimensor,3643.22,Fundamental,1,2021-10-06
C04482,Davi Lucca Cardoso,1993-11-12,Masculino,Londrina,PR,Consultor,4226.66,Médio,1,2025-06-19
C04483,Davi da Rosa,1961-11-22,Outro,Londrina,PR,Presidente da República,8728.13,Superior,0,2021-11-30
C04484,Sra. Mirella Pinto,1996-09-03,Outro,Londrina,PR,Faturista,16079.61,Fundamental,3,2022-08-20
C04485,Dr. Alexandre Carvalho,1996-07-18,Outro,Londrina,PR,Figurinista,6418.92,Técnico,2,2021-07-05
C04486,Maria Luiza Jesus,1954-12-24,Feminino,Londrina,PR,Terapeuta Holístico,17787.12,Médio,3,2023-06-14
C04487,Maitê Ribeiro,1973-06-26,Masculino,Londrina,PR,Apontador de mão-de-obra,17420.84,Médio,2,2022-05-31
C04488,Breno Dias,1989-04-27,Outro,Londrina,PR,Cartunista,10283.05,Pós,1,2025-05-29
C04489,Cauê Nogueira,2003-03-11,Masculino,Londrina,PR,Agricultor,4689.73,Técnico,1,2023-04-14
C04490,Arthur Martins,1959-12-27,Outro,Londrina,PR,Diretor de fotografia,11515.95,Fundamental,3,2023-03-04
C04491,Sophia Lima,1997-01-31,Outro,Londrina,PR,Engenheiro físico,3848.68,Técnico,3,2024-05-19
C04492,Calebe Silveira,1997-06-24,Masculino,Londrina,PR,Letrista,10337.24,Fundamental,0,2023-07-24
C04493,Caio da Rosa,1990-04-12,Masculino,Londrina,PR,Transcritor,6070.75,Pós,2,2022-11-22
C04494,Lucas da Paz,1970-09-29,Outro,Londrina,PR,Gandula,8191.87,Médio,2,2023-09-08
C04495,Juan Sales,1999-03-18,Feminino,Londrina,PR,Engenheiro têxtil,9018.24,Pós,0,2023-09-04
C04496,Maitê Martins,1968-09-09,Feminino,Londrina,PR,Presidente da República,15941.69,Fundamental,2,2023-09-23
C04497,Marcelo Oliveira,1945-04-18,Outro,Londrina,PR,Operador de bombas,14940.16,Superior,3,2024-02-06
C04498,Esther Campos,1986-11-27,Feminino,Londrina,PR,Operador de vídeo,12719.08,Médio,1,2024-07-08
C04499,Francisco Lopes,1974-02-21,Masculino,Londrina,PR,Obstetra,10368.27,Técnico,2,2025-05-25
C04500,Dra. Maria Cecília Costa,1950-12-25,Feminino,Londrina,PR,Ciclista,13451.76,Médio,3,2025-05-21
C04501,Alícia Castro,1982-04-28,Outro,Londrina,PR,Tapeceiro,11143.28,Pós,2,2024-02-13
C04502,Dr. João Gabriel Teixeira,2001-04-05,Masculino,Londrina,PR,Cumim,9505.72,Fundamental,1,2023-01-29
C04503,Helena Pires,1983-11-16,Masculino,Londrina,PR,Contador,11891.2,Médio,1,2024-09-04
C04504,Emanuella Rocha,1958-05-03,Outro,Londrina,PR,Profissional de recursos humanos,2239.05,Superior,2,2024-12-10
C04505,Noah da Rosa,1980-03-23,Feminino,Londrina,PR,Técnico em aviação,10093.38,Superior,3,2020-09-12
C04506,Camila Costa,1976-09-01,Outro,Londrina,PR,Figurante,12697.97,Superior,1,2022-11-15
C04507,Luiz Otávio Peixoto,1981-11-23,Feminino,Londrina,PR,Ginecologista,10961.64,Pós,2,2023-03-30
C04508,Sra. Alana Moura,1959-11-09,Outro,Londrina,PR,Engenheiro de som,12406.88,Técnico,2,2023-02-26
C04509,João Pedro Costa,1952-08-20,Outro,Londrina,PR,Profissional de cinema,12696.29,Técnico,2,2025-03-28
C04510,Arthur Viana,1946-12-21,Feminino,Londrina,PR,Clarinetista,7735.89,Pós,3,2025-05-03
C04511,Bryan Dias,1962-09-18,Feminino,Londrina,PR,Jornalista,11355.67,Técnico,2,2023-07-28
C04512,Sr. Vinicius Campos,1956-03-10,Masculino,Londrina,PR,Orçamentista,6154.47,Superior,2,2022-06-15
C04513,Isis Nascimento,1962-10-31,Feminino,Londrina,PR,Escrivão,17682.9,Técnico,1,2024-04-14
C04514,Maria Sophia Moura,1978-01-28,Masculino,Londrina,PR,Juiz de futebol,7291.46,Superior,0,2023-02-02
C04515,João Vitor Castro,1998-03-10,Masculino,Londrina,PR,Profissional de relacionamento com investidores RI,11971.28,Superior,0,2025-04-22
C04516,Kamilly Lopes,1984-04-28,Feminino,Londrina,PR,Cientista social,5049.16,Superior,1,2025-01-26
C04517,Francisco Ramos,1976-03-24,Outro,Londrina,PR,Atuário,9113.48,Superior,5,2021-06-02
C04518,Nathan Cavalcanti,1946-02-03,Feminino,Londrina,PR,Aeromoça,13889.17,Médio,3,2024-11-08
C04519,Enrico Alves,1952-08-24,Outro,Londrina,PR,Juiz de direito,17975.18,Médio,4,2021-02-28
C04520,Bryan da Conceição,1969-04-21,Outro,Londrina,PR,Técnico em documentação,6957.78,Superior,1,2021-10-26
C04521,Calebe Aragão,1980-07-12,Outro,Londrina,PR,Engenheiro de energia,11728.71,Médio,1,2023-10-04
C04522,Clara Fernandes,1993-10-08,Feminino,Londrina,PR,Diarista,12262.36,Médio,2,2025-02-04
C04523,Dra. Pietra da Mota,1955-04-21,Outro,Londrina,PR,Moleiro,14870.74,Superior,0,2025-05-21
C04524,Sr. Gustavo Henrique da Rosa,1948-05-19,Masculino,Londrina,PR,Pneumologista,5306.08,Superior,1,2023-10-23
C04525,Maria Fernanda Rocha,1999-10-27,Outro,Londrina,PR,Entalhador,16477.18,Superior,1,2021-04-16
C04526,Pedro Lucas Peixoto,1977-03-12,Feminino,Londrina,PR,Odontologista estético,10460.35,Superior,1,2025-01-16
C04527,Helena Cavalcanti,1946-10-25,Outro,Londrina,PR,Produtor fonográfico,9992.97,Superior,1,2023-04-14
C04528,Murilo Porto,1998-04-25,Feminino,Londrina,PR,Engenheiro mecatrônico,12710.7,Superior,2,2022-09-15
C04529,Larissa da Mata,1973-12-05,Feminino,Londrina,PR,Zelador,16542.62,Pós,3,2023-05-24
C04530,Sophia da Mota,2004-10-12,Masculino,Londrina,PR,Sapateiro,4995.17,Superior,0,2021-12-04
C04531,Srta. Yasmin Peixoto,1954-08-05,Feminino,Londrina,PR,Biblioteconomista,9913.07,Técnico,1,2025-04-03
C04532,Sra. Caroline Lopes,1979-12-04,Feminino,Londrina,PR,Limpador de vidros,10955.69,Pós,2,2024-03-20
C04533,Bernardo Fogaça,1987-02-28,Feminino,Londrina,PR,Arquiteto,2443.37,Pós,1,2021-11-11
C04534,Sofia Pereira,1979-03-26,Feminino,Londrina,PR,Salva-vidas,12512.53,Pós,2,2022-12-28
C04535,Gabriela Vieira,1985-06-04,Feminino,Londrina,PR,Gestor ambiental,7293.13,Médio,1,2023-01-19
C04536,Bernardo Lopes,1996-11-09,Masculino,Londrina,PR,Avalista,8184.7,Fundamental,3,2024-09-03
C04537,Fernanda Sales,1984-09-02,Masculino,Londrina,PR,Dublador,6631.09,Técnico,3,2023-06-19
C04538,João Miguel Almeida,1995-10-11,Feminino,Londrina,PR,Ginasta artística,3857.31,Fundamental,2,2025-06-21
C04539,Ana Sophia da Cunha,1962-02-24,Outro,Londrina,PR,Flautista,14204.4,Médio,0,2023-06-25
C04540,João Miguel da Mota,1986-09-15,Outro,Londrina,PR,Tenente,11981.5,Fundamental,1,2022-11-17
C04541,Maria Pires,1954-11-26,Feminino,Londrina,PR,Numerólogo,19571.47,Superior,3,2023-09-12
C04542,Maitê Rocha,1972-08-13,Feminino,Londrina,PR,Kite-surfer,5952.59,Médio,1,2022-12-23
C04543,Stephany da Conceição,1969-08-05,Outro,Londrina,PR,Jogador de handebol,12056.42,Superior,1,2023-07-05
C04544,Dr. Antônio Moraes,1992-01-31,Outro,Londrina,PR,Clínico geral,8040.7,Médio,1,2023-07-12
C04545,Lucca Lopes,1993-12-25,Masculino,Londrina,PR,Jóquei,11743.64,Superior,2,2021-09-28
C04546,Noah Jesus,1959-03-08,Masculino,Londrina,PR,Engenheiro de projetos,4679.08,Pós,2,2020-12-11
C04547,Daniel Correia,1985-07-27,Outro,Londrina,PR,Cenógrafo,12901.49,Médio,3,2023-09-25
C04548,Sophia Fernandes,1965-03-23,Outro,Londrina,PR,Vereador,15198.44,Superior,1,2022-10-27
C04549,Luiz Miguel da Mota,1975-12-23,Feminino,Londrina,PR,Piloto de avião,3804.42,Médio,2,2021-08-02
C04550,Sr. Paulo Porto,1982-12-08,Feminino,Londrina,PR,Relações públicas,5588.01,Pós,1,2023-09-11
C04551,Mirella da Rocha,1994-05-13,Masculino,Londrina,PR,Impressor,17999.88,Médio,2,2022-01-30
C04552,Maria Sophia Viana,1970-01-12,Masculino,Londrina,PR,Soldado,1558.61,Superior,2,2022-05-09
C04553,Heitor Silva,1965-07-15,Outro,Londrina,PR,Tecnólogo em Ciências das plantas medicinais,17426.56,Pós,2,2021-03-29
C04554,Luiza Barbosa,1947-12-04,Masculino,Londrina,PR,Catador de carangueijos,5795.34,Fundamental,0,2022-05-17
C04555,Lucas Gabriel Costa,1982-12-15,Outro,Londrina,PR,Gerente de banco,9716.46,Médio,1,2022-05-07
C04556,Clara Aragão,1982-12-07,Feminino,Londrina,PR,Chapeiro,17235.85,Pós,0,2022-04-20
C04557,Samuel Freitas,1997-01-07,Outro,Londrina,PR,Traumatologista,15653.53,Médio,1,2022-02-04
C04558,Maysa Ramos,1945-09-20,Outro,Londrina,PR,Caminhoneiro,10593.12,Técnico,3,2024-10-20
C04559,Vitória da Rosa,1948-08-24,Feminino,Londrina,PR,Paparazzo,1883.24,Técnico,2,2024-07-09
C04560,Fernando Moraes,2006-04-10,Feminino,Londrina,PR,Bibliotecário,17007.05,Técnico,1,2021-12-25
C04561,Sr. Pietro Nascimento,1945-10-05,Feminino,Londrina,PR,Agente penitenciário,4173.54,Fundamental,2,2022-12-10
C04562,Lorena da Luz,1978-06-28,Outro,Londrina,PR,Diplomata,14140.65,Médio,2,2022-08-31
C04563,Juan Martins,1954-07-18,Feminino,Londrina,PR,Frentista,5331.92,Superior,2,2022-08-21
C04564,Bernardo Viana,1976-10-26,Feminino,Londrina,PR,Engenheiro de manufatura,6571.62,Superior,0,2024-03-07
C04565,Renan Costa,1947-08-29,Masculino,Londrina,PR,Editor,8519.72,Pós,1,2024-04-04
C04566,Maysa Costela,1992-10-09,Masculino,Londrina,PR,Oceanógrafo,14200.11,Técnico,1,2023-03-07
C04567,João Miguel Moraes,1956-10-29,Outro,Londrina,PR,Orientador educacional,14405.25,Pós,1,2022-05-26
C04568,João Viana,1989-02-14,Masculino,Londrina,PR,Militar do Exército,8694.09,Superior,1,2022-02-19
C04569,Clara Moraes,1957-12-17,Feminino,Londrina,PR,Produtor de eventos,1879.14,Pós,0,2020-07-24
C04570,Clarice Lima,1962-05-25,Feminino,Londrina,PR,Ministro,18319.98,Fundamental,0,2021-03-05
C04571,Lorena Oliveira,1981-04-16,Feminino,Londrina,PR,Profissional de hotelaria,7942.26,Superior,1,2021-05-08
C04572,Manuela Cunha,1958-01-25,Feminino,Londrina,PR,Atleta de nado sincronizado,10352.82,Médio,1,2021-07-21
C04573,Julia Costa,1947-07-26,Outro,Londrina,PR,Navegador,13432.67,Técnico,0,2023-06-23
C04574,João Gabriel Carvalho,1957-05-17,Masculino,Londrina,PR,Artesão,17149.2,Pós,3,2023-06-29
C04575,Theo Ribeiro,1951-07-19,Masculino,Londrina,PR,Baterista,15573.14,Fundamental,2,2021-04-26
C04576,Sra. Sofia Alves,1960-09-23,Masculino,Londrina,PR,Ilustrador,3208.97,Técnico,2,2024-03-11
C04577,Laís Novaes,1976-10-23,Feminino,Londrina,PR,Restaurador,2966.22,Superior,1,2025-06-13
C04578,Ana Carolina Farias,2002-06-09,Masculino,Londrina,PR,Médico legista,6923.33,Pós,0,2023-10-16
C04579,Dra. Ana Luiza Melo,1951-10-18,Masculino,Londrina,PR,Inspetor,5738.14,Superior,2,2022-03-25
C04580,Isadora da Cunha,1962-08-06,Outro,Londrina,PR,Pesquisador,2735.41,Fundamental,0,2021-10-25
C04581,Júlia Azevedo,1990-12-21,Masculino,Londrina,PR,Designer de produto ou desenhista industrial,12093.27,Médio,1,2021-08-23
C04582,Marina Fernandes,1959-02-20,Outro,Londrina,PR,Ginasta artística,10199.59,Pós,1,2025-04-04
C04583,Maitê Correia,1991-07-16,Masculino,Londrina,PR,Treinador,5870.54,Médio,2,2021-01-29
C04584,Valentina Azevedo,1982-09-01,Outro,Londrina,PR,Tesoureiro,2925.38,Fundamental,1,2021-01-20
C04585,Daniel Moura,1994-07-16,Masculino,Londrina,PR,Psicopedagogo,11378.14,Pós,0,2021-10-24
C04586,Srta. Sarah Silveira,1956-12-16,Feminino,Londrina,PR,Patinador,14879.36,Médio,2,2022-02-14
C04587,Matheus da Cruz,1974-11-21,Masculino,Londrina,PR,Lixeiro/Coletor de lixo,6044.46,Fundamental,0,2021-10-25
C04588,Sr. Theo Gomes,1977-08-05,Masculino,Londrina,PR,Pneumologista,15677.47,Técnico,2,2024-09-29
C04589,Joaquim Vieira,1984-05-12,Masculino,Londrina,PR,Notário,10766.89,Fundamental,2,2023-11-21
C04590,Giovanna da Rocha,1949-11-18,Masculino,Londrina,PR,Esgrimista,4589.52,Pós,0,2020-07-29
C04591,Paulo Rezende,1972-07-30,Masculino,Londrina,PR,Diagramador,5975.62,Técnico,2,2023-05-08
C04592,Carolina Nunes,1956-02-08,Feminino,Londrina,PR,Moldureiro,12116.49,Superior,1,2021-07-14
C04593,Sra. Camila da Paz,1993-06-05,Masculino,Londrina,PR,Marceneiro,9916.47,Fundamental,1,2025-07-01
C04594,Marcelo Teixeira,1993-01-25,Masculino,Londrina,PR,Cenógrafo,4498.61,Técnico,0,2024-07-03
C04595,Pedro Henrique Monteiro,1998-05-26,Masculino,Londrina,PR,Geradorista,2740.87,Pós,4,2021-12-25
C04596,Joana Vieira,1952-10-06,Masculino,Londrina,PR,Enólogo,6813.25,Técnico,2,2021-05-29
C04597,Pedro Miguel Gomes,1952-03-27,Feminino,Londrina,PR,Bóia-fria,14034.22,Pós,3,2023-10-11
C04598,Luiz Fernando Pereira,1982-07-02,Outro,Londrina,PR,Prensista,14935.35,Técnico,2,2022-10-12
C04599,Vitor Hugo Rocha,1958-09-21,Outro,Londrina,PR,Lutador de luta livre,18950.78,Superior,3,2024-10-08
C04600,Luana Moraes,1959-06-24,Outro,Londrina,PR,Designer gráfico,12183.23,Pós,2,2022-11-09
C04601,Nicole Lopes,1947-06-06,Feminino,Londrina,PR,Inspetor,11184.2,Pós,0,2025-03-27
C04602,Sr. Bruno Moreira,1998-10-22,Outro,Londrina,PR,Aeronauta,17371.65,Médio,2,2023-08-21
C04603,Maria Fernanda Cavalcanti,1976-04-27,Masculino,Londrina,PR,Patinador,5327.52,Técnico,1,2021-08-13
C04604,Srta. Camila Silveira,2003-05-09,Feminino,Londrina,PR,Figurante,3637.42,Pós,1,2025-01-19
C04605,Maria Julia Gomes,1951-06-15,Feminino,Londrina,PR,Delegado,7041.08,Fundamental,3,2023-06-03
C04606,Luiza da Mota,1973-10-17,Feminino,Londrina,PR,Esgrimista,5176.0,Fundamental,0,2024-06-03
C04607,Maria Eduarda Moura,1965-07-21,Feminino,Londrina,PR,Fisioterapeuta,15838.83,Médio,3,2023-12-12
C04608,Dra. Juliana Teixeira,1989-10-24,Outro,Londrina,PR,Mecânico,16124.7,Médio,2,2021-08-19
C04609,Julia Peixoto,1977-06-26,Feminino,Londrina,PR,General,8832.67,Médio,1,2022-05-14
C04610,Sarah Aragão,2005-04-15,Masculino,Londrina,PR,Pintor,18217.78,Superior,2,2024-06-09
C04611,Giovanna Porto,1997-05-24,Feminino,Londrina,PR,Cambista,10127.46,Pós,2,2022-03-27
C04612,Vinicius Cardoso,1952-01-18,Masculino,Londrina,PR,Navegador,10071.04,Pós,2,2021-10-16
C04613,Marcos Vinicius da Mata,1998-03-25,Masculino,Londrina,PR,Profissional de educação física,6039.27,Médio,0,2022-06-22
C04614,Thiago Cardoso,1967-04-01,Outro,Londrina,PR,Profissional de efeitos especiais,18570.81,Superior,1,2025-02-28
C04615,Sr. Nicolas Caldeira,1974-09-05,Masculino,Londrina,PR,Lutador de kung fu,7985.27,Pós,0,2023-11-30
C04616,Dr. Ian Ribeiro,1989-06-12,Outro,Londrina,PR,Windsurfer,17634.09,Fundamental,1,2021-03-20
C04617,Arthur Duarte,1955-05-30,Feminino,Londrina,PR,Engenheiro de iluminação,8063.33,Técnico,3,2022-11-18
C04618,Cauã Teixeira,1956-09-25,Feminino,Londrina,PR,Estofador,2249.7,Pós,1,2022-08-23
C04619,Matheus Viana,1945-08-15,Feminino,Londrina,PR,Nadador,7631.87,Superior,3,2022-06-09
C04620,Raquel da Mata,1983-12-16,Outro,Londrina,PR,Diarista,4569.99,Fundamental,0,2022-05-01
C04621,Emanuelly Rezende,1986-10-24,Outro,Londrina,PR,Advogado,14655.44,Superior,1,2023-03-15
C04622,Vicente Azevedo,1996-02-20,Masculino,Londrina,PR,Produtor de audio visual,10925.87,Técnico,1,2021-06-11
C04623,Emanuelly Viana,1996-03-25,Masculino,Londrina,PR,Psicomotricista,9794.64,Superior,4,2022-08-07
C04624,Isabelly da Luz,1972-06-10,Outro,Londrina,PR,Roteirista,10015.38,Técnico,4,2024-07-10
C04625,Luiz Gustavo Freitas,1988-03-11,Feminino,Londrina,PR,Mensageiro,8307.4,Técnico,1,2024-01-01
C04626,Marcela Ramos,1944-11-03,Masculino,Londrina,PR,Engenheiro agrônomo,17845.36,Pós,1,2022-04-05
C04627,Nina Correia,2001-03-13,Outro,Londrina,PR,Kite-surfer,2168.88,Técnico,3,2021-06-09
C04628,Srta. Letícia Moreira,1956-01-24,Outro,Londrina,PR,Engenheiro de telecomunicações,11977.49,Fundamental,1,2025-04-22
C04629,Camila da Rosa,1962-02-15,Masculino,Londrina,PR,Xilógrafo,18759.53,Pós,1,2024-04-21
C04630,Lucca Teixeira,1944-11-30,Outro,Londrina,PR,Gerente de inovações ou novos negócios,14714.02,Superior,2,2023-11-02
C04631,Miguel Lima,1958-05-13,Masculino,Londrina,PR,Vereador,15599.01,Médio,1,2024-08-12
C04632,Srta. Rebeca Araújo,1986-03-26,Outro,Londrina,PR,Empacotador,8601.96,Pós,2,2020-10-04
C04633,Luana Costa,1998-12-20,Masculino,Londrina,PR,Triatleta,2314.25,Fundamental,0,2025-04-29
C04634,Luiz Henrique Moreira,1994-02-24,Masculino,Londrina,PR,Protesista,5098.13,Técnico,1,2023-03-24
C04635,Isis Santos,1985-01-08,Feminino,Londrina,PR,Homeopata,16290.23,Médio,1,2022-07-03
C04636,Sr. Levi da Conceição,1985-06-11,Outro,Londrina,PR,Preparador de máquinas,12011.46,Médio,0,2020-08-28
C04637,Agatha da Luz,1962-02-03,Masculino,Londrina,PR,Comerciante,4522.74,Fundamental,1,2021-11-11
C04638,Enzo Lima,1970-02-03,Outro,Londrina,PR,Judoca,10429.29,Fundamental,1,2024-12-12
C04639,Ana Sophia da Mata,1944-11-21,Feminino,Londrina,PR,Contra regra,18429.98,Médio,0,2024-01-22
C04640,Ana Souza,1981-11-25,Outro,Londrina,PR,Diagramador,10629.42,Fundamental,3,2023-09-26
C04641,Sr. Daniel da Mota,1955-08-25,Feminino,Londrina,PR,Ambulante,16516.26,Superior,2,2020-09-26
C04642,Júlia Teixeira,1964-12-28,Outro,Londrina,PR,Instalador de painéis,19619.98,Pós,2,2024-11-19
C04643,Lívia Jesus,1971-05-25,Feminino,Londrina,PR,Odontologista estético,12175.3,Técnico,2,2020-09-18
C04644,Nathan Mendes,1982-03-30,Outro,Londrina,PR,Tecnólogo em geoprocessamento,7616.1,Superior,1,2021-02-21
C04645,Amanda Carvalho,1951-05-03,Masculino,Londrina,PR,Leiloeiro,13853.41,Técnico,2,2023-10-29
C04646,Ana Júlia Farias,1999-11-14,Outro,Londrina,PR,Astrônomo,6660.85,Técnico,2,2025-01-21
C04647,Otávio Vieira,1997-07-14,Masculino,Londrina,PR,Toxicologista,5684.68,Fundamental,3,2024-07-11
C04648,Ana Luiza Cardoso,1960-01-31,Feminino,Londrina,PR,Vistoriador de sinistros,6535.49,Técnico,1,2025-03-08
C04649,Luiz Henrique Cardoso,1984-01-06,Feminino,Londrina,PR,Administrador,19496.08,Pós,3,2022-03-26
C04650,Srta. Eduarda Moreira,1987-09-06,Outro,Londrina,PR,Oficial de justiça,7056.34,Superior,1,2025-03-01
C04651,Renan Rocha,1953-02-06,Masculino,Londrina,PR,Babysitter,11767.76,Médio,2,2023-03-02
C04652,Sra. Maria da Costa,1964-06-02,Masculino,Londrina,PR,Assessor parlamentar,10090.43,Médio,1,2022-05-06
C04653,Alexandre Vieira,1968-06-23,Masculino,Londrina,PR,Coveiro/Sepultador,14401.56,Técnico,0,2023-09-20
C04654,Dra. Kamilly da Luz,2005-09-06,Feminino,Londrina,PR,Engenheiro petroquímico,15236.69,Pós,2,2021-01-15
C04655,Luigi da Cruz,1962-12-20,Feminino,Londrina,PR,Técnico em segurança do trabalho,7033.06,Médio,2,2021-10-12
C04656,Yasmin Mendes,1994-05-17,Outro,Londrina,PR,Alergologista,10401.71,Fundamental,0,2020-09-09
C04657,Davi Lucca Peixoto,1973-03-16,Feminino,Londrina,PR,Vendedor,18633.3,Fundamental,3,2021-11-17
C04658,Miguel Moreira,1997-09-24,Feminino,Londrina,PR,Kite-surfer,16578.63,Médio,0,2024-12-02
C04659,Erick Rocha,1965-04-09,Feminino,Londrina,PR,Veterinário,19599.63,Superior,0,2020-07-16
C04660,Srta. Giovanna Cardoso,1999-12-07,Feminino,Londrina,PR,Aeromoça,3687.19,Médio,2,2020-11-19
C04661,Maria Fernanda Santos,1959-07-12,Feminino,Londrina,PR,Prático,18664.96,Pós,4,2025-03-29
C04662,Isabel Barros,1946-07-02,Masculino,Londrina,PR,Educador integrado à saúde pública,8998.38,Médio,1,2025-02-12
C04663,Carlos Eduardo da Luz,1950-02-07,Masculino,Londrina,PR,Neurocirurgião,12795.6,Médio,3,2022-06-14
C04664,Giovanna Rocha,1999-08-01,Masculino,Londrina,PR,Agente comunitário de saúde,12562.67,Técnico,3,2024-07-23
C04665,Alexandre da Costa,1980-10-02,Masculino,Londrina,PR,Cardiologista,3362.21,Fundamental,2,2021-10-03
C04666,Dr. Igor Barros,1956-01-04,Outro,Londrina,PR,Recreador,1657.06,Técnico,1,2020-12-28
C04667,Heitor Rezende,1944-08-19,Feminino,Londrina,PR,Meredeira,18086.75,Médio,3,2022-01-22
C04668,Luigi Cardoso,1994-09-01,Masculino,Londrina,PR,Engenheiro agrimensor,10217.35,Fundamental,4,2021-10-17
C04669,Antônio Fogaça,1997-10-15,Feminino,Londrina,PR,Limpador de vidros,19698.47,Superior,2,2023-09-16
C04670,Maria Luiza Mendes,1969-09-22,Outro,Londrina,PR,Lixeiro/Coletor de lixo,18484.55,Superior,2,2023-06-22
C04671,Dra. Mariane Fogaça,1973-07-28,Outro,Londrina,PR,Acompanhante,3119.12,Médio,3,2024-05-05
C04672,Vitor Hugo Caldeira,1990-02-19,Feminino,Londrina,PR,Tapeceiro,7607.62,Fundamental,0,2024-08-31
C04673,Emanuel Lima,1945-08-31,Masculino,Londrina,PR,Lactarista hospitalar,19781.42,Técnico,1,2020-10-20
C04674,Luna da Rocha,1950-01-22,Masculino,Londrina,PR,Odontologista preventivo e social,16106.54,Pós,1,2025-01-06
C04675,Davi Rocha,2007-06-12,Feminino,Londrina,PR,Engenheiro naval,3489.46,Técnico,1,2023-03-07
C04676,Marcelo Fernandes,1978-08-24,Outro,Londrina,PR,Embaixador,16981.72,Fundamental,2,2021-04-24
C04677,Srta. Gabrielly Vieira,1982-12-13,Outro,Londrina,PR,Engenheiro de controle e automação,6762.23,Fundamental,4,2021-12-23
C04678,Maria Vitória Monteiro,1949-07-19,Outro,Londrina,PR,Soldado,17269.32,Médio,2,2023-08-15
C04679,Ryan da Paz,1967-05-16,Outro,Londrina,PR,Profissional de relações internacionais,11025.49,Pós,2,2022-07-26
C04680,Dra. Evelyn Nascimento,1978-06-25,Masculino,Londrina,PR,Hostess,14247.09,Fundamental,0,2021-06-05
C04681,Elisa da Luz,1954-01-19,Feminino,Londrina,PR,Gandula,13802.66,Pós,4,2025-06-05
C04682,Sra. Emanuella Santos,1951-12-20,Feminino,Londrina,PR,Neonatologista,8136.91,Técnico,2,2024-12-07
C04683,Yuri Lopes,1975-05-29,Feminino,Londrina,PR,Confeiteiro,13589.55,Pós,1,2023-11-12
C04684,Augusto Carvalho,1990-01-07,Masculino,Londrina,PR,Quadrinista,16193.76,Superior,0,2020-12-17
C04685,Daniela Nogueira,2002-01-28,Feminino,Londrina,PR,Contramestre em transporte marítimo,5395.12,Pós,2,2021-09-02
C04686,Srta. Luana Nascimento,1952-12-03,Outro,Londrina,PR,Jogador de basquete,4371.55,Fundamental,4,2023-01-13
C04687,Clarice Azevedo,1998-04-16,Outro,Londrina,PR,Terapeuta ocupacional,17690.12,Médio,0,2021-01-21
C04688,Danilo da Mata,2006-06-21,Feminino,Londrina,PR,Orçamentista,3833.03,Fundamental,0,2021-08-28
C04689,Enrico Nunes,1975-08-19,Feminino,Londrina,PR,Velejador,14222.93,Técnico,2,2022-08-07
C04690,Heitor Silveira,1980-03-26,Outro,Londrina,PR,Museólogo,10409.54,Pós,0,2025-01-06
C04691,Dra. Natália Gonçalves,1977-11-14,Outro,Londrina,PR,Designer gráfico,13862.98,Técnico,1,2022-06-16
C04692,Lucas Alves,2003-08-11,Outro,Londrina,PR,Percursionista,7097.1,Médio,2,2020-07-21
C04693,Danilo da Cunha,1971-01-17,Feminino,Londrina,PR,Ginasta artística,13639.36,Superior,1,2022-08-22
C04694,Sophie Duarte,1947-02-28,Feminino,Londrina,PR,Educador,5042.54,Fundamental,1,2023-09-25
C04695,Rafaela Oliveira,1951-05-19,Masculino,Londrina,PR,Capoeirista,17060.75,Superior,0,2022-04-25
C04696,Isaac Pinto,1979-05-15,Masculino,Londrina,PR,DJ,16531.6,Pós,0,2024-04-16
C04697,Gustavo da Mata,1962-12-16,Feminino,Londrina,PR,Gerente de riscos em seguros,15998.91,Superior,0,2024-09-29
C04698,Otávio Azevedo,1949-06-28,Masculino,Londrina,PR,Berçarista,16591.95,Pós,0,2023-12-04
C04699,Sr. Augusto Lopes,1945-08-26,Feminino,Londrina,PR,Estilista,19224.2,Técnico,2,2021-04-04
C04700,Laís Mendes,1978-08-11,Outro,Londrina,PR,Viveirista,4903.29,Médio,5,2024-01-25
C04701,Alice Lopes,1997-04-10,Feminino,Londrina,PR,Matemático,9192.32,Pós,2,2022-08-13
C04702,Benício Cunha,1947-09-26,Feminino,Londrina,PR,Promotor de eventos,4241.1,Médio,1,2023-06-25
